stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
1600924,54558,Jarry / de Vernantes,45.60309,-73.574339,http://m.stm.info/fr/horaires/arrets/54558/bus,0,,1
1600927,54559,Jarry / de Vernantes,45.603361,-73.574274,http://m.stm.info/fr/horaires/arrets/54559/bus,0,,1
1600942,54560,Ernest-Cormier / Parkway,45.617746,-73.572538,http://m.stm.info/fr/horaires/arrets/54560/bus,0,,1
1600943,54561,Parkway / Ernest-Cormier,45.617672,-73.573318,http://m.stm.info/fr/horaires/arrets/54561/bus,0,,1
1600962,54562,Jarry / André-Laurendeau,45.604777,-73.573036,http://m.stm.info/fr/horaires/arrets/54562/bus,0,,1
1600964,54563,Jarry / du Haut-Anjou,45.604158,-73.573414,http://m.stm.info/fr/horaires/arrets/54563/bus,0,,1
1600983,54564,des Galeries-d'Anjou / de la Pléiade,45.600769,-73.572896,http://m.stm.info/fr/horaires/arrets/54564/bus,0,,1
1600986,54565,des Galeries-d'Anjou / de Belfroy,45.601009,-73.572999,http://m.stm.info/fr/horaires/arrets/54565/bus,0,,1
1600990,54566,Ernest-Cormier / No 8530,45.618816,-73.571399,http://m.stm.info/fr/horaires/arrets/54566/bus,0,,1
1601031,54567,Ray-Lawson / Ernest-Cormier,45.620232,-73.569949,http://m.stm.info/fr/horaires/arrets/54567/bus,0,,1
1601033,54568,Ray-Lawson / Ernest-Cormier,45.620196,-73.570515,http://m.stm.info/fr/horaires/arrets/54568/bus,0,,1
1601034,54569,Ernest-Cormier / Ray-Lawson,45.620008,-73.570371,http://m.stm.info/fr/horaires/arrets/54569/bus,0,,1
1601037,54570,Ernest-Cormier / Ray-Lawson,45.619789,-73.570751,http://m.stm.info/fr/horaires/arrets/54570/bus,0,,1
1601056,54571,Jarry / Louis-Hippolyte-La Fontaine,45.606244,-73.571765,http://m.stm.info/fr/horaires/arrets/54571/bus,0,,1
1601062,54572,Grenache / Edison,45.613609,-73.57145,http://m.stm.info/fr/horaires/arrets/54572/bus,0,,1
1601064,54573,Grenache / Edison,45.613304,-73.571532,http://m.stm.info/fr/horaires/arrets/54573/bus,0,,1
1601082,54574,Grenache / Parkway,45.616165,-73.569215,http://m.stm.info/fr/horaires/arrets/54574/bus,0,,1
1601084,54575,Grenache / Parkway,45.615867,-73.569287,http://m.stm.info/fr/horaires/arrets/54575/bus,0,,1
1601092,54576,Jean-Talon / des Halles,45.597644,-73.570266,http://m.stm.info/fr/horaires/arrets/54576/bus,0,,1
1601094,54577,Jean-Talon / des Halles,45.597356,-73.570289,http://m.stm.info/fr/horaires/arrets/54577/bus,0,,1
1601101,54578,des Halles / Jean-Talon,45.59748,-73.569943,http://m.stm.info/fr/horaires/arrets/54578/bus,0,,1
1601123,54579,Claveau / Jarry,45.610086,-73.568924,http://m.stm.info/fr/horaires/arrets/54579/bus,0,,1
1601141,54580,des Galeries-d'Anjou / Jean-Talon,45.599173,-73.568696,http://m.stm.info/fr/horaires/arrets/54580/bus,0,,1
1601143,54581,des Galeries-d'Anjou / Jean-Talon,45.599158,-73.569181,http://m.stm.info/fr/horaires/arrets/54581/bus,0,,1
1601144,54582,Jean-Talon / des Galeries-d'Anjou,45.598514,-73.569275,http://m.stm.info/fr/horaires/arrets/54582/bus,0,,1
1601147,54583,Jean-Talon / des Galeries-d'Anjou,45.598726,-73.569344,http://m.stm.info/fr/horaires/arrets/54583/bus,0,,1
1601148,54584,des Galeries-d'Anjou / Jean-Talon,45.59882,-73.568391,http://m.stm.info/fr/horaires/arrets/54584/bus,0,,1
1601152,54585,Jarry / Claveau,45.610121,-73.568353,http://m.stm.info/fr/horaires/arrets/54585/bus,0,,1
1601161,54586,Ray-Lawson / Grenache,45.618677,-73.566336,http://m.stm.info/fr/horaires/arrets/54586/bus,0,,1
1601163,54587,Ray-Lawson / Grenache,45.618724,-73.56709,http://m.stm.info/fr/horaires/arrets/54587/bus,0,,1
1601164,54588,Grenache / Ray-Lawson,45.618502,-73.566981,http://m.stm.info/fr/horaires/arrets/54588/bus,0,,1
1601170,54589,des Galeries-d'Anjou / No 7450,45.598362,-73.567047,http://m.stm.info/fr/horaires/arrets/54589/bus,0,,1
1601182,54590,Jarry / Edison,45.611713,-73.566959,http://m.stm.info/fr/horaires/arrets/54590/bus,0,,1
1601184,54591,Jarry / Edison,45.611386,-73.567016,http://m.stm.info/fr/horaires/arrets/54591/bus,0,,1
1601194,54592,Jarry / Parkway,45.613951,-73.564799,http://m.stm.info/fr/horaires/arrets/54592/bus,0,,1
1601231,54594,des Galeries-d'Anjou / Bélanger,45.597213,-73.562903,http://m.stm.info/fr/horaires/arrets/54594/bus,0,,1
1601233,54595,des Galeries-d'Anjou / Bélanger,45.597172,-73.563427,http://m.stm.info/fr/horaires/arrets/54595/bus,0,,1
1601241,54596,Ray-Lawson / Jarry,45.616861,-73.562116,http://m.stm.info/fr/horaires/arrets/54596/bus,0,,1
1601243,54597,Ray-Lawson / Jarry,45.616801,-73.562623,http://m.stm.info/fr/horaires/arrets/54597/bus,0,,1
1601244,54598,Jarry / Ray-Lawson,45.616518,-73.562552,http://m.stm.info/fr/horaires/arrets/54598/bus,0,,1
1601247,54599,Jarry / Ray-Lawson,45.616511,-73.562744,http://m.stm.info/fr/horaires/arrets/54599/bus,0,,1
1601253,54600,Bourgneuf / Bodinier,45.603833,-73.561371,http://m.stm.info/fr/horaires/arrets/54600/bus,0,,1
1601275,54601,de Châteauneuf / Goncourt,45.60366,-73.558914,http://m.stm.info/fr/horaires/arrets/54601/bus,0,,1
1601281,54602,des Galeries-d'Anjou / Saint-Zotique,45.596209,-73.559305,http://m.stm.info/fr/horaires/arrets/54602/bus,0,,1
1601283,54603,des Galeries-d'Anjou / Saint-Zotique,45.596125,-73.559728,http://m.stm.info/fr/horaires/arrets/54603/bus,0,,1
1601292,54604,de Châteauneuf / Boreau,45.604651,-73.559059,http://m.stm.info/fr/horaires/arrets/54604/bus,0,,1
1601311,54605,Joseph-Renaud / de Châteauneuf,45.605474,-73.558392,http://m.stm.info/fr/horaires/arrets/54605/bus,0,,1
1601314,54606,de Châteauneuf / Joseph-Renaud,45.60515,-73.558708,http://m.stm.info/fr/horaires/arrets/54606/bus,0,,1
1601318,54607,Joseph-Renaud / de Châteauneuf,45.605274,-73.557938,http://m.stm.info/fr/horaires/arrets/54607/bus,0,,1
1601322,54608,de Châteauneuf / de Vaujours,45.606965,-73.558614,http://m.stm.info/fr/horaires/arrets/54608/bus,0,,1
1601324,54609,de Châteauneuf / de Talcy,45.607141,-73.558256,http://m.stm.info/fr/horaires/arrets/54609/bus,0,,1
1601334,54610,de Châteauneuf / Rabelais,45.608455,-73.557756,http://m.stm.info/fr/horaires/arrets/54610/bus,0,,1
1601342,54611,de Châteauneuf / de la Loire,45.610052,-73.557243,http://m.stm.info/fr/horaires/arrets/54611/bus,0,,1
1601344,54612,de Châteauneuf / de la Loire,45.609753,-73.557091,http://m.stm.info/fr/horaires/arrets/54612/bus,0,,1
1601362,54613,de Châteauneuf / Roi-René,45.612637,-73.555241,http://m.stm.info/fr/horaires/arrets/54613/bus,0,,1
1601367,54614,de Châteauneuf / de Fougeray,45.611966,-73.555694,http://m.stm.info/fr/horaires/arrets/54614/bus,0,,1
1601371,54615,des Galeries-d'Anjou / Beaubien,45.595117,-73.55602,http://m.stm.info/fr/horaires/arrets/54615/bus,0,,1
1601372,54616,Beaubien / des Galeries-d'Anjou,45.59548,-73.556279,http://m.stm.info/fr/horaires/arrets/54616/bus,0,,1
1601373,54617,des Galeries-d'Anjou / Beaubien,45.595191,-73.556875,http://m.stm.info/fr/horaires/arrets/54617/bus,0,,1
1601374,54618,Beaubien / des Galeries-d'Anjou,45.594933,-73.556338,http://m.stm.info/fr/horaires/arrets/54618/bus,0,,1
1601381,54619,Roi-René / de Châteauneuf,45.612318,-73.55486,http://m.stm.info/fr/horaires/arrets/54619/bus,0,,1
1601383,54620,Roi-René / de Châteauneuf,45.61242,-73.555663,http://m.stm.info/fr/horaires/arrets/54620/bus,0,,1
1601384,54621,de Châteauneuf / de Fougeray,45.611894,-73.555399,http://m.stm.info/fr/horaires/arrets/54621/bus,0,,1
1601392,54622,de Châteauneuf / des Ormeaux,45.6141,-73.553949,http://m.stm.info/fr/horaires/arrets/54622/bus,0,,1
1601394,54623,de Châteauneuf / des Ormeaux,45.613786,-73.554032,http://m.stm.info/fr/horaires/arrets/54623/bus,0,,1
1601397,54624,de Châteauneuf / Azilda,45.613703,-73.554305,http://m.stm.info/fr/horaires/arrets/54624/bus,0,,1
1601402,54625,Beaubien / des Roseraies,45.596917,-73.555063,http://m.stm.info/fr/horaires/arrets/54625/bus,0,,1
1601404,54626,Beaubien / des Roseraies,45.596495,-73.555027,http://m.stm.info/fr/horaires/arrets/54626/bus,0,,1
1601411,54627,Goncourt / Wilfrid-Pelletier,45.602557,-73.553557,http://m.stm.info/fr/horaires/arrets/54627/bus,0,,1
1601418,54628,Goncourt / Wilfrid-Pelletier,45.60243,-73.553279,http://m.stm.info/fr/horaires/arrets/54628/bus,0,,1
1601421,54629,Joseph-Renaud / Wilfrid-Pelletier,45.605419,-73.553198,http://m.stm.info/fr/horaires/arrets/54629/bus,0,,1
1601423,54630,Joseph-Renaud / Wilfrid-Pelletier,45.605227,-73.553548,http://m.stm.info/fr/horaires/arrets/54630/bus,0,,1
1601424,54631,Wilfrid-Pelletier / Joseph-Renaud,45.605163,-73.553325,http://m.stm.info/fr/horaires/arrets/54631/bus,0,,1
1601427,54632,Wilfrid-Pelletier / Joseph-Renaud,45.605011,-73.553497,http://m.stm.info/fr/horaires/arrets/54632/bus,0,,1
1601431,54633,du Val d'Anjou / Beaubien,45.597947,-73.553458,http://m.stm.info/fr/horaires/arrets/54633/bus,0,,1
1601441,54634,des Galeries-d'Anjou / des Jalesnes,45.594002,-73.552675,http://m.stm.info/fr/horaires/arrets/54634/bus,0,,1
1601443,54635,des Galeries-d'Anjou / des Jalesnes,45.593959,-73.55315,http://m.stm.info/fr/horaires/arrets/54635/bus,0,,1
1601454,54636,Wilfrid-Pelletier / de la Loire,45.607851,-73.552411,http://m.stm.info/fr/horaires/arrets/54636/bus,0,,1
1601457,54637,Wilfrid-Pelletier / de la Loire,45.607714,-73.55263,http://m.stm.info/fr/horaires/arrets/54637/bus,0,,1
1601463,54638,du Val d'Anjou / de la Nantaise,45.597701,-73.553117,http://m.stm.info/fr/horaires/arrets/54638/bus,0,,1
1601474,54639,de Châteauneuf / Rondeau,45.616141,-73.551902,http://m.stm.info/fr/horaires/arrets/54639/bus,0,,1
1601481,54640,Roi-René / Georges,45.610898,-73.551592,http://m.stm.info/fr/horaires/arrets/54640/bus,0,,1
1601483,54641,Roi-René / Georges,45.610901,-73.552165,http://m.stm.info/fr/horaires/arrets/54641/bus,0,,1
1601493,54642,Goncourt / Villars,45.602084,-73.551262,http://m.stm.info/fr/horaires/arrets/54642/bus,0,,1
1601496,54643,Goncourt / Villars,45.602118,-73.550979,http://m.stm.info/fr/horaires/arrets/54643/bus,0,,1
1601504,54644,Wilfrid-Pelletier / Roi-René,45.610234,-73.550775,http://m.stm.info/fr/horaires/arrets/54644/bus,0,,1
1601507,54645,Wilfrid-Pelletier / Roi-René,45.610096,-73.55106,http://m.stm.info/fr/horaires/arrets/54645/bus,0,,1
1601521,54646,Joseph-Renaud / de Châtillon,45.605223,-73.550501,http://m.stm.info/fr/horaires/arrets/54646/bus,0,,1
1601523,54647,Joseph-Renaud / de Châtillon,45.60505,-73.550921,http://m.stm.info/fr/horaires/arrets/54647/bus,0,,1
1601531,54648,Des Ormeaux / Georges,45.612421,-73.550237,http://m.stm.info/fr/horaires/arrets/54648/bus,0,,1
1601533,54649,Des Ormeaux / Georges,45.612425,-73.550602,http://m.stm.info/fr/horaires/arrets/54649/bus,0,,1
1601551,54650,des Galeries d'Anjou / de la Malicorne,45.593416,-73.550917,http://m.stm.info/fr/horaires/arrets/54650/bus,0,,1
1601553,54651,des Galeries d'Anjou / de la Malicorne,45.593404,-73.551484,http://m.stm.info/fr/horaires/arrets/54651/bus,0,,1
1601603,54652,Joseph-Renaud / des Vendéens,45.604761,-73.548278,http://m.stm.info/fr/horaires/arrets/54652/bus,0,,1
1601612,54653,Radisson / des Galeries-d'Anjou,45.59157,-73.548036,http://m.stm.info/fr/horaires/arrets/54653/bus,0,,1
1601613,54654,Radisson / des Galeries-d'Anjou,45.591217,-73.547744,http://m.stm.info/fr/horaires/arrets/54654/bus,0,,1
1601621,54655,Goncourt / de la Seine,45.601554,-73.547688,http://m.stm.info/fr/horaires/arrets/54655/bus,0,,1
1601633,54656,Louis-Hippolyte-La Fontaine / de la Malicorne,45.596134,-73.547428,http://m.stm.info/fr/horaires/arrets/54656/bus,0,,1
1601641,54657,Des Ormeaux / Chaumont,45.610878,-73.546676,http://m.stm.info/fr/horaires/arrets/54657/bus,0,,1
1601642,59343,Chaumont / Des Ormeaux,45.611001,-73.546847,http://m.stm.info/fr/horaires/arrets/59343/bus,0,,1
1601643,54658,Des Ormeaux / Chaumont,45.61088,-73.547038,http://m.stm.info/fr/horaires/arrets/54658/bus,0,,1
1601649,54659,Des Ormeaux / Chaumont,45.610654,-73.546158,http://m.stm.info/fr/horaires/arrets/54659/bus,0,,1
1601653,54660,du Bois-de-Coulonge / du Curé-Clermont,45.598707,-73.54741,http://m.stm.info/fr/horaires/arrets/54660/bus,0,,1
1601661,54661,Joseph-Renaud / Yves-Prévost,45.604654,-73.546112,http://m.stm.info/fr/horaires/arrets/54661/bus,0,,1
1601663,54662,Joseph-Renaud / Yves-Prévost,45.604518,-73.546599,http://m.stm.info/fr/horaires/arrets/54662/bus,0,,1
1601682,54663,Chénier / du Bois-de-Coulonge,45.598044,-73.544515,http://m.stm.info/fr/horaires/arrets/54663/bus,0,,1
1601683,54664,du Bois-de-Coulonge / Chénier,45.597855,-73.544712,http://m.stm.info/fr/horaires/arrets/54664/bus,0,,1
1601691,54665,Des Ormeaux / Yves-Prévost,45.6094,-73.543266,http://m.stm.info/fr/horaires/arrets/54665/bus,0,,1
1601693,54666,Des Ormeaux / Yves-Prévost,45.609401,-73.543625,http://m.stm.info/fr/horaires/arrets/54666/bus,0,,1
1601701,54668,Saint-Donat / Chénier,45.605079,-73.543251,http://m.stm.info/fr/horaires/arrets/54668/bus,0,,1
1601704,54669,Chénier / Saint-Donat,45.604828,-73.543429,http://m.stm.info/fr/horaires/arrets/54669/bus,0,,1
1601711,54670,Des Ormeaux / Éric,45.608562,-73.541364,http://m.stm.info/fr/horaires/arrets/54670/bus,0,,1
1601713,54671,Des Ormeaux / Éric,45.608561,-73.54169,http://m.stm.info/fr/horaires/arrets/54671/bus,0,,1
1601721,54672,Saint-Donat / des Réaux,45.604004,-73.540692,http://m.stm.info/fr/horaires/arrets/54672/bus,0,,1
1601723,54673,Saint-Donat / des Réaux,45.604039,-73.541053,http://m.stm.info/fr/horaires/arrets/54673/bus,0,,1
1601731,54674,Saint-Donat / Roi-René,45.602821,-73.537869,http://m.stm.info/fr/horaires/arrets/54674/bus,0,,1
1601733,54675,Saint-Donat / Roi-René,45.602887,-73.538308,http://m.stm.info/fr/horaires/arrets/54675/bus,0,,1
1601741,54676,Saint-Donat / De Grosbois,45.602196,-73.53625,http://m.stm.info/fr/horaires/arrets/54676/bus,0,,1
1601743,54677,Saint-Donat / De Grosbois,45.602165,-73.536606,http://m.stm.info/fr/horaires/arrets/54677/bus,0,,1
1601773,54678,Renaude-Lapointe / Béclard,45.609626,-73.58459,http://m.stm.info/fr/horaires/arrets/54678/bus,0,,1
1601777,54679,Renaude-Lapointe / Béclard,45.609566,-73.584068,http://m.stm.info/fr/horaires/arrets/54679/bus,0,,1
1601780,54680,Renaude-Lapointe / Minicut,45.611755,-73.590512,http://m.stm.info/fr/horaires/arrets/54680/bus,0,,1
1601789,54681,Renaude-Lapointe / Minicut,45.61204,-73.590962,http://m.stm.info/fr/horaires/arrets/54681/bus,0,,1
1601819,54682,Henri-Bourassa / No 9050,45.635254,-73.566974,http://m.stm.info/fr/horaires/arrets/54682/bus,0,,1
1601829,54683,Henri-Bourassa / No 8601,45.630962,-73.573526,http://m.stm.info/fr/horaires/arrets/54683/bus,0,,1
1601839,54684,Henri-Bourassa / No 8255,45.627545,-73.578548,http://m.stm.info/fr/horaires/arrets/54684/bus,0,,1
1601849,54685,Les Galeries d'Anjou / Centre Commercial,45.598056,-73.565467,http://m.stm.info/fr/horaires/arrets/54685/bus,0,,1
1601850,54686,des Galeries d'Anjou / Entrée des Halles,45.598011,-73.565981,http://m.stm.info/fr/horaires/arrets/54686/bus,0,,1
1601879,54687,Colbert / No 10700,45.614854,-73.584108,http://m.stm.info/fr/horaires/arrets/54687/bus,0,,1
1601919,54688,Larrey / L.-J.-Forget,45.618727,-73.583513,http://m.stm.info/fr/horaires/arrets/54688/bus,0,,1
1601939,54689,Ernest-Cormier / No 8530,45.618705,-73.571701,http://m.stm.info/fr/horaires/arrets/54689/bus,0,,1
1601989,54690,Renaude-Lapointe / No 10291,45.61112,-73.588186,http://m.stm.info/fr/horaires/arrets/54690/bus,0,,1
1601990,54691,Renaude-Lapointe / No 10291,45.610983,-73.588189,http://m.stm.info/fr/horaires/arrets/54691/bus,0,,1
1602008,54692,Colbert / Larrey,45.61542,-73.585763,http://m.stm.info/fr/horaires/arrets/54692/bus,0,,1
1602013,54693,Val d'Anjou / Place Val d'Anjou,45.596955,-73.551174,http://m.stm.info/fr/horaires/arrets/54693/bus,0,,1
1602021,54694,Val d'Anjou / Place Val d'Anjou,45.596944,-73.550896,http://m.stm.info/fr/horaires/arrets/54694/bus,0,,1
1602069,54696,Centre de transport Anjou,45.618998,-73.582026,http://m.stm.info/fr/horaires/arrets/54696/bus,0,,2
1602076,54697,des Halles / Bélanger,45.595766,-73.564835,http://m.stm.info/fr/horaires/arrets/54697/bus,0,,1
1602111,54698,du Bois-de-Coulonge / Yves-Prévost,45.598931,-73.547844,http://m.stm.info/fr/horaires/arrets/54698/bus,0,,1
1602123,54699,Goncourt / Yves-Prévost,45.60139,-73.547212,http://m.stm.info/fr/horaires/arrets/54699/bus,0,,1
1602140,54700,Claveau / No 9100,45.610708,-73.570359,http://m.stm.info/fr/horaires/arrets/54700/bus,0,,1
1602145,54701,Grenache / Claveau,45.612126,-73.572561,http://m.stm.info/fr/horaires/arrets/54701/bus,0,,1
1602148,54702,Claveau / Grenache,45.611495,-73.572185,http://m.stm.info/fr/horaires/arrets/54702/bus,0,,1
1602149,54703,Claveau / No 9100,45.610918,-73.570552,http://m.stm.info/fr/horaires/arrets/54703/bus,0,,1
1602151,54704,Parkway / Jean-René-Ouimet,45.622009,-73.582922,http://m.stm.info/fr/horaires/arrets/54704/bus,0,,1
1602154,54705,Jean-René-Ouimet / Parkway,45.621792,-73.583245,http://m.stm.info/fr/horaires/arrets/54705/bus,0,,1
1602169,54706,Parkway / No 10600,45.61986,-73.577916,http://m.stm.info/fr/horaires/arrets/54706/bus,0,,1
1602179,54707,Parkway / No 10700,45.620641,-73.579742,http://m.stm.info/fr/horaires/arrets/54707/bus,0,,1
1602199,54708,Centre de transport Anjou,45.619037,-73.582114,http://m.stm.info/fr/horaires/arrets/54708/bus,0,,2
1602201,54709,Centre de transport Anjou,45.619163,-73.582409,http://m.stm.info/fr/horaires/arrets/54709/bus,0,,2
1602220,54710,Jean-Talon / No 6695,45.593444,-73.573717,http://m.stm.info/fr/horaires/arrets/54710/bus,0,,1
1602252,54711,de Châteauneuf / Louis-H.-La Fontaine,45.602916,-73.559529,http://m.stm.info/fr/horaires/arrets/54711/bus,0,,1
1602260,54712,Métropolitain / des Galeries d'Anjou,45.600179,-73.568672,http://m.stm.info/fr/horaires/arrets/54712/bus,0,,1
1602288,54714,Bourgneuf / Bertin,45.605446,-73.562962,http://m.stm.info/fr/horaires/arrets/54714/bus,0,,1
1602291,54715,Ray-Lawson / Upton,45.617853,-73.564426,http://m.stm.info/fr/horaires/arrets/54715/bus,0,,1
1602300,54716,Ray-Lawson / Place Upton,45.617803,-73.564954,http://m.stm.info/fr/horaires/arrets/54716/bus,0,,1
1602313,54717,Larrey / L.-J.-Forget,45.618301,-73.583885,http://m.stm.info/fr/horaires/arrets/54717/bus,0,,1
1602409,54718,des Galeries-d'Anjou / Jean-Talon,45.60052,-73.568881,http://m.stm.info/fr/horaires/arrets/54718/bus,0,,2
1602453,54719,des Galeries d'Anjou / Halles d'Anjou,45.598159,-73.566439,http://m.stm.info/fr/horaires/arrets/54719/bus,0,,1
1602461,54720,Rondeau / de Châteauneuf,45.616111,-73.551362,http://m.stm.info/fr/horaires/arrets/54720/bus,0,,1
1602478,54721,L.-J.-Forget / Henri-Bourassa,45.620315,-73.58782,http://m.stm.info/fr/horaires/arrets/54721/bus,0,,1
1602491,54723,Rondeau / Yvette-Naubert,45.614754,-73.548232,http://m.stm.info/fr/horaires/arrets/54723/bus,0,,1
1602493,54724,Rondeau / Georges,45.61475,-73.54855,http://m.stm.info/fr/horaires/arrets/54724/bus,0,,1
1602680,54725,Parkway / No 10800,45.620765,-73.580325,http://m.stm.info/fr/horaires/arrets/54725/bus,0,,1
1602690,54726,Parkway / No 10600,45.619405,-73.577156,http://m.stm.info/fr/horaires/arrets/54726/bus,0,,1
1602710,54727,Parkway / No 10700,45.620017,-73.578583,http://m.stm.info/fr/horaires/arrets/54727/bus,0,,1
1602723,54728,des Galeries-d'Anjou / Bélanger,45.597402,-73.564121,http://m.stm.info/fr/horaires/arrets/54728/bus,0,,1
1602739,54729,Secant / No 10600,45.61841,-73.578369,http://m.stm.info/fr/horaires/arrets/54729/bus,0,,1
1602749,54730,Secant / No 10700,45.619351,-73.58055,http://m.stm.info/fr/horaires/arrets/54730/bus,0,,1
1602764,54732,Jarry / Neuville,45.600677,-73.576442,http://m.stm.info/fr/horaires/arrets/54732/bus,0,,1
1602772,54733,Henri-Bourassa / Rodolphe-Forget,45.636472,-73.565116,http://m.stm.info/fr/horaires/arrets/54733/bus,0,,1
1602774,54734,Henri-Bourassa / Rodolphe-Forget,45.636042,-73.565302,http://m.stm.info/fr/horaires/arrets/54734/bus,0,,1
1602803,54735,Rondeau / De La Vérendrye,45.613635,-73.545977,http://m.stm.info/fr/horaires/arrets/54735/bus,0,,1
1602806,54737,de La Vérendrye / Rondeau,45.613906,-73.546275,http://m.stm.info/fr/horaires/arrets/54737/bus,0,,1
1602813,54738,Rhéaume / Chaumont,45.612454,-73.545804,http://m.stm.info/fr/horaires/arrets/54738/bus,0,,1
1602852,54740,Chaumont / Guy,45.612039,-73.545905,http://m.stm.info/fr/horaires/arrets/54740/bus,0,,1
1602874,54742,Yves-Prévost / Azilda,45.608655,-73.54373,http://m.stm.info/fr/horaires/arrets/54742/bus,0,,1
1602881,54743,Ray-Lawson / Henri-Bourassa,45.625242,-73.581225,http://m.stm.info/fr/horaires/arrets/54743/bus,0,,1
1602979,54745,Renaude-Lapointe / No 11300,45.613202,-73.598275,http://m.stm.info/fr/horaires/arrets/54745/bus,0,,1
1602980,54746,Renaude-Lapointe / No 11300,45.612941,-73.5982,http://m.stm.info/fr/horaires/arrets/54746/bus,0,,1
1603055,60205,des Sciences / Ray-Lawson,45.616278,-73.560404,http://m.stm.info/fr/horaires/arrets/60205/bus,0,,1
1603081,60208,de l'Innovation / du Parcours,45.622211,-73.565152,http://m.stm.info/fr/horaires/arrets/60208/bus,0,,2
1603096,60209,de l'Innovation / No. 9201,45.620923,-73.562164,http://m.stm.info/fr/horaires/arrets/60209/bus,0,,2
1603104,60210,du Parcours / du Golf,45.624053,-73.563683,http://m.stm.info/fr/horaires/arrets/60210/bus,0,,2
1603111,60211,du Golf / de l'Invention,45.625028,-73.569059,http://m.stm.info/fr/horaires/arrets/60211/bus,0,,2
1603128,60216,du Golf / de l'Invention,45.624823,-73.568524,http://m.stm.info/fr/horaires/arrets/60216/bus,0,,1
1603133,60217,du Golf / du Parcours,45.624331,-73.563783,http://m.stm.info/fr/horaires/arrets/60217/bus,0,,2
1603142,60218,du Parcours / de l'Innovation,45.622467,-73.565232,http://m.stm.info/fr/horaires/arrets/60218/bus,0,,2
1603160,60220,de l'Innovation / du Parcours,45.620668,-73.561879,http://m.stm.info/fr/horaires/arrets/60220/bus,0,,2
1603173,60221,de l'Innovation / des Sciences,45.619176,-73.55842,http://m.stm.info/fr/horaires/arrets/60221/bus,0,,1
1603192,60223,des Sciences / Ray-Lawson,45.616711,-73.560238,http://m.stm.info/fr/horaires/arrets/60223/bus,0,,1
1603214,60328,Henri-Bourassa / Ray-Lawson,45.625106,-73.581656,http://m.stm.info/fr/horaires/arrets/60328/bus,0,,1
1603222,60333,Henri-Bourassa / Armand-Bombardier,45.625541,-73.581484,http://m.stm.info/fr/horaires/arrets/60333/bus,0,,1
1603254,60387,Henri-Bourassa / Henri-Bourassa,45.613139,-73.60038,http://m.stm.info/fr/horaires/arrets/60387/bus,0,,1
1603262,60389,Henri-Bourassa / Renaude-Lapointe,45.613969,-73.599033,http://m.stm.info/fr/horaires/arrets/60389/bus,0,,1
1603271,60390,Henri-Bourassa / du Golf,45.628685,-73.576418,http://m.stm.info/fr/horaires/arrets/60390/bus,0,,1
1603288,60391,du Golf / Henri-Bourassa,45.627909,-73.576553,http://m.stm.info/fr/horaires/arrets/60391/bus,0,,2
1603339,60450,du Golf / No 9884,45.624938,-73.56669,http://m.stm.info/fr/horaires/arrets/60450/bus,0,,2
1603349,60451,du Golf / No 10400,45.626066,-73.571735,http://m.stm.info/fr/horaires/arrets/60451/bus,0,,2
1603350,60452,du Golf / No 10400,45.626049,-73.572112,http://m.stm.info/fr/horaires/arrets/60452/bus,0,,2
1603360,60453,du Golf / No 9884,45.624771,-73.567058,http://m.stm.info/fr/horaires/arrets/60453/bus,0,,2
1603374,60464,des Sciences / des Bâtisseurs,45.625036,-73.552656,http://m.stm.info/fr/horaires/arrets/60464/bus,0,,1
1603383,60465,des Bâtisseurs / Métropolitain,45.624261,-73.550067,http://m.stm.info/fr/horaires/arrets/60465/bus,0,,1
1603419,60468,du Golf / Métropolitain,45.62062,-73.554641,http://m.stm.info/fr/horaires/arrets/60468/bus,0,,2
1603427,60469,des Sciences / du Golf,45.620746,-73.556753,http://m.stm.info/fr/horaires/arrets/60469/bus,0,,2
1603432,60470,des Sciences / de l'Innovation,45.619287,-73.558034,http://m.stm.info/fr/horaires/arrets/60470/bus,0,,2
1603442,60471,Jarry / Parkway,45.614308,-73.564669,http://m.stm.info/fr/horaires/arrets/60471/bus,0,,1
1603451,60472,Parkway / Grenache,45.616026,-73.569028,http://m.stm.info/fr/horaires/arrets/60472/bus,0,,2
1603461,60473,Parkway / Ernest-Cormier,45.617494,-73.572451,http://m.stm.info/fr/horaires/arrets/60473/bus,0,,1
1603471,60474,Parkway / Jules-Léger,45.61898,-73.575864,http://m.stm.info/fr/horaires/arrets/60474/bus,0,,1
1603489,60475,Renaude-Lapointe / No 11200,45.612265,-73.596206,http://m.stm.info/fr/horaires/arrets/60475/bus,0,,2
1603496,60206,de l'Innovation / des Sciences,45.61933,-73.558466,http://m.stm.info/fr/horaires/arrets/60206/bus,0,,2
1603510,60489,Renaude-Lapointe / No 11200,45.612009,-73.595953,http://m.stm.info/fr/horaires/arrets/60489/bus,0,,1
1603523,60490,Parkway / Grenache,45.616018,-73.569463,http://m.stm.info/fr/horaires/arrets/60490/bus,0,,2
1603535,60491,Jarry / Parkway,45.614465,-73.564347,http://m.stm.info/fr/horaires/arrets/60491/bus,0,,1
1603544,60492,des Sciences / de l'Innovation,45.618947,-73.557992,http://m.stm.info/fr/horaires/arrets/60492/bus,0,,1
